RowID	First_name	Last_name	Email	Age	AgeGroup	Gender	Date	Month	Cost	Quantity	Product	Category	Colour	OnSale	PurchasedVia	City	Stars	Happiness	Recommendation
8175	Scott	NA	NA	20	18-24	Non-binary	2025-12-10	December	89.71	1	Joggers	Bottoms	Grey	No	App	Cardiff	4	5	NA
8176	Leigh	NA	NA	22	18-24	Genderfluid	2025-10-13	October	69.66	1	Trainers	Footwear	Black	No	Website	London	5	4	NA
8177	Charlene	NA	NA	18	18-24	Female	2025-06-02	June	54.47	1	Hat	Accessories	Brown	No	In-store	Glasgow	5	3	Yes
8178	Debra	NA	NA	44	35-44	Female	2025-08-31	August	66.23	1	Jeans	Bottoms	Black	No	Website	Brighton	3	4	Yes
8179	Louis	NA	NA	37	35-44	Female	2025-06-05	June	48.19	1	Jeans	Bottoms	Black	No	Website	Birmingham	3	3	NA
8180	Lauren	NA	NA	26	25-34	Female	2025-12-11	December	71.62	1	Boots	Footwear	Black	No	In-store	London	4	5	NA
8181	Margaret	NA	NA	18	18-24	Female	2025-04-24	April	21.63	1	Shirt	Tops	White	Yes	In-store	London	2	4	Yes
8182	Eleanor	NA	NA	31	25-34	Non-binary	2025-08-25	August	65.96	3	Jacket	Outerwear	Black	No	App	Bath	5	3	NA
8183	Dale	NA	NA	21	18-24	Female	2025-07-30	July	33.52	1	Trainers	Footwear	Brown	No	Website	Brighton	2	5	NA
8184	Philip	NA	NA	39	35-44	Male	2025-04-25	April	73.89	1	Sneakers	Footwear	Brown	No	In-store	Nottingham	5	3	Yes
8185	Carl	NA	NA	41	35-44	Female	2025-05-22	May	81.56	1	Sneakers	Footwear	Black	No	In-store	Cardiff	5	4	NA
8186	Bethan	NA	NA	28	25-34	Female	2025-12-18	December	91.69	1	Trousers	Bottoms	Grey	No	In-store	London	3	5	Yes
8187	Sandra	NA	NA	18	18-24	Female	2025-05-15	May	81.07	1	Sneakers	Footwear	Black	No	In-store	London	3	4	NA
8188	Victoria	NA	NA	24	18-24	Male	2025-04-21	April	25.97	2	Trousers	Bottoms	Brown	No	In-store	London	4	3	NA
8189	Tom	NA	NA	38	35-44	Female	2025-12-15	December	64.74	1	Polo	Tops	Green	No	In-store	Cardiff	4	5	NA
8190	Shirley	NA	NA	18	18-24	Female	2025-08-02	August	82.25	2	Trousers	Bottoms	Brown	No	In-store	London	3	4	NA
8191	Samuel	NA	NA	22	18-24	Genderfluid	2025-02-09	February	83.08	1	Jacket	Outerwear	Brown	Yes	Website	Birmingham	5	4	No
8192	Adrian	NA	NA	34	25-34	Non-binary	2025-01-18	January	71.34	1	Sneakers	Footwear	Grey	No	Website	Brighton	5	4	NA
8193	Ross	NA	NA	18	18-24	Female	2025-06-20	June	35.9	1	Hat	Accessories	White	No	Website	Bath	3	4	NA
8194	Richard	NA	NA	29	25-34	Male	2025-04-26	April	32.97	2	Polo	Tops	Black	Yes	Website	Bath	4	4	NA
8195	Charlie	NA	NA	32	25-34	Female	2025-12-21	December	38.01	1	Joggers	Bottoms	Black	No	Website	Bath	5	5	Yes
8196	Abbie	NA	NA	33	25-34	Female	2025-11-22	November	39.56	1	Coat	Outerwear	Red	No	In-store	Liverpool	5	5	NA
8197	Paige	NA	NA	28	25-34	Non-binary	2025-06-12	June	88.21	2	Jeans	Bottoms	Brown	Yes	App	Nottingham	2	4	NA
8198	Jeremy	NA	NA	27	25-34	Female	2025-02-05	February	52.68	1	Tshirt	Tops	Black	No	App	Bath	4	5	NA
8199	Mitchell	NA	NA	18	18-24	Female	2025-04-27	April	50.39	3	Coat	Outerwear	Black	No	App	Liverpool	4	4	NA
8200	Tina	NA	NA	27	25-34	Female	2025-12-14	December	80.77	1	Joggers	Bottoms	White	No	In-store	London	4	3	NA
8201	Craig	NA	NA	28	25-34	Male	2025-01-09	January	88.47	1	Sneakers	Footwear	Grey	No	In-store	Birmingham	4	5	NA
8202	Danielle	NA	NA	40	35-44	Female	2025-09-19	September	38.48	1	Hat	Accessories	Grey	No	In-store	Liverpool	3	3	NA
8203	Brandon	NA	NA	39	35-44	Male	2025-10-28	October	74.57	1	Boots	Footwear	Black	Yes	Website	Brighton	5	5	NA
8204	David	NA	NA	46	45-54	Male	2025-07-31	July	54.09	1	Sneakers	Footwear	Blue	No	App	Bath	4	5	NA
8205	Leanne	NA	NA	35	35-44	Female	2025-05-04	May	97.17	1	Shirt	Tops	Brown	No	In-store	Brighton	3	5	NA
8206	Dale	NA	NA	18	18-24	Male	2025-01-13	January	96.55	2	Coat	Outerwear	Black	No	In-store	Liverpool	3	3	No
8207	Geoffrey	NA	NA	34	25-34	Female	2025-12-07	December	98.27	1	Trousers	Bottoms	White	No	In-store	London	4	5	NA
8208	Ricky	NA	NA	38	35-44	Female	2025-11-02	November	23.56	2	Polo	Tops	Black	No	App	Cardiff	4	5	NA
8209	Jill	NA	NA	29	25-34	Male	2025-07-16	July	35.72	1	Jacket	Outerwear	Grey	No	App	Liverpool	4	3	NA
8210	Samuel	NA	NA	28	25-34	Female	2025-10-06	October	83.01	1	Trousers	Bottoms	Brown	No	Website	London	2	4	NA
8211	Craig	NA	NA	25	25-34	Female	2025-01-23	January	91.48	1	Jeans	Bottoms	Pink	No	In-store	Cardiff	4	4	Yes
8212	Patricia	NA	NA	24	18-24	Female	2025-12-04	December	23.86	1	Coat	Outerwear	White	No	Website	Bath	4	3	Yes
8213	Kerry	NA	NA	20	18-24	Female	2025-02-19	February	26.02	1	Tshirt	Tops	Beige	No	In-store	Liverpool	3	4	NA
8214	Sharon	NA	NA	36	35-44	Female	2025-06-22	June	76.92	1	Trainers	Footwear	Grey	Yes	In-store	Liverpool	2	3	Yes
8215	Dean	NA	NA	22	18-24	Female	2025-09-02	September	66.31	1	Sneakers	Footwear	White	No	In-store	Liverpool	5	3	Yes
8216	Rhys	NA	NA	30	25-34	Female	2025-11-17	November	93.34	1	Sneakers	Footwear	Yellow	No	In-store	London	3	3	Yes
8217	Roger	NA	NA	31	25-34	Female	2025-01-25	January	61.41	1	Hat	Accessories	Black	No	Website	Liverpool	4	4	Yes
8218	Elliot	NA	NA	42	35-44	Female	2025-04-05	April	29.59	1	Sneakers	Footwear	Brown	No	Website	Cardiff	3	2	NA
8219	Linda	NA	NA	20	18-24	Female	2025-12-18	December	75.45	2	Coat	Outerwear	Grey	No	In-store	Bath	3	3	NA
8220	Glenn	NA	NA	18	18-24	Female	2025-07-06	July	36.48	1	Trainers	Footwear	Brown	No	In-store	Birmingham	4	2	NA
8221	Zoe	NA	NA	28	25-34	Female	2025-12-30	December	75.0	1	Trousers	Bottoms	Grey	No	Website	Birmingham	5	5	NA
8222	Dawn	NA	NA	25	25-34	Female	2025-10-29	October	32.12	1	Trainers	Footwear	Red	No	In-store	Liverpool	5	5	NA
8223	Trevor	NA	NA	28	25-34	Female	2025-03-14	March	29.99	1	Hat	Accessories	Black	No	In-store	Cardiff	5	5	Yes
8224	Deborah	NA	NA	28	25-34	Female	2025-07-14	July	34.34	1	Coat	Outerwear	Black	Yes	App	Cardiff	5	4	NA
8225	Mathew	NA	NA	29	25-34	Female	2025-06-09	June	76.87	1	Trainers	Footwear	Black	No	Website	Bath	3	5	Yes
8226	Charlie	NA	NA	20	18-24	Female	2025-03-29	March	49.3	1	Trainers	Footwear	Brown	No	In-store	London	3	4	NA
8227	Sian	NA	NA	18	18-24	Genderfluid	2025-05-21	May	92.95	1	Polo	Tops	Pink	No	Website	Birmingham	3	5	Yes
8228	Jodie	NA	NA	49	45-54	Male	2025-10-28	October	90.44	1	Trousers	Bottoms	Red	No	Website	London	5	5	Yes
8229	Katie	NA	NA	39	35-44	Male	2025-04-26	April	82.6	1	Trousers	Bottoms	Black	No	App	Liverpool	3	4	NA
8230	Abigail	NA	NA	30	25-34	Genderfluid	2025-01-25	January	66.87	3	Joggers	Bottoms	Brown	Yes	In-store	London	4	4	Yes
8231	Lewis	NA	NA	28	25-34	Female	2025-07-07	July	94.83	2	Jeans	Bottoms	Brown	Yes	App	Liverpool	3	5	Yes
8232	Tom	NA	NA	34	25-34	Female	2025-10-31	October	56.96	1	Trousers	Bottoms	Black	Yes	In-store	London	3	4	No
8233	Dylan	NA	NA	26	25-34	Female	2025-12-15	December	23.79	1	Boots	Footwear	Blue	No	Website	Liverpool	5	4	NA
8234	Sean	NA	NA	28	25-34	Male	2025-06-28	June	89.56	1	Tshirt	Tops	Black	No	In-store	Cardiff	4	3	NA
8235	Elliot	NA	NA	29	25-34	Female	2025-10-17	October	34.47	1	Boots	Footwear	Brown	No	In-store	Brighton	4	3	NA
8236	Deborah	NA	NA	26	25-34	Female	2025-12-17	December	73.16	1	Coat	Outerwear	Red	No	In-store	Birmingham	3	5	NA
8237	Gareth	NA	NA	26	25-34	Male	2025-02-10	February	41.03	1	Shirt	Tops	Black	Yes	App	Cardiff	4	4	NA
8238	Ryan	NA	NA	37	35-44	Male	2025-03-23	March	58.1	1	Shirt	Tops	Black	No	In-store	Liverpool	3	4	Yes
8239	Kyle	NA	NA	38	35-44	Female	2025-10-16	October	32.1	1	Jewellery	Accessories	Blue	No	In-store	Glasgow	4	4	NA
8240	Kieran	NA	NA	28	25-34	Other	2025-01-05	January	73.69	1	Coat	Outerwear	Green	Yes	In-store	London	4	3	Yes
8241	Carolyn	NA	NA	49	45-54	Other	2025-05-09	May	46.63	1	Coat	Outerwear	Black	Yes	In-store	Liverpool	4	3	NA
8242	Eric	NA	NA	22	18-24	Female	2025-12-02	December	24.39	2	Shirt	Tops	Black	No	In-store	Brighton	4	5	NA
8243	Tom	NA	NA	33	25-34	Male	2025-02-20	February	35.36	1	Trousers	Bottoms	Grey	No	In-store	London	3	3	Yes
8244	Scott	NA	NA	36	35-44	Genderfluid	2025-11-22	November	24.78	2	Sneakers	Footwear	Brown	No	In-store	Birmingham	4	5	NA
8245	Bradley	NA	NA	35	35-44	Non-binary	2025-10-13	October	61.8	1	Tshirt	Tops	Brown	No	Website	Bath	5	3	NA
8246	Glen	NA	NA	18	18-24	Female	2025-09-27	September	67.9	1	Jewellery	Accessories	Black	No	In-store	Liverpool	4	5	NA
8247	Bethan	NA	NA	36	35-44	Female	2025-10-10	October	40.77	1	Tshirt	Tops	Brown	No	In-store	Liverpool	2	5	NA
8248	Kimberley	NA	NA	18	18-24	Male	2025-09-01	September	78.37	1	Coat	Outerwear	Beige	Yes	Website	Liverpool	5	4	Yes
8249	Christopher	NA	NA	18	18-24	Female	2025-02-27	February	20.29	1	Jeans	Bottoms	Black	No	Website	Bath	4	4	Yes
8250	Bradley	NA	NA	19	18-24	Female	2025-04-21	April	38.28	1	Trousers	Bottoms	Black	No	Website	Brighton	4	5	NA
8251	Elliot	NA	NA	18	18-24	Male	2025-03-05	March	28.89	1	Trainers	Footwear	White	Yes	In-store	London	4	4	NA
8252	Charles	NA	NA	21	18-24	Female	2025-06-18	June	21.2	1	Boots	Footwear	Beige	No	In-store	Cardiff	5	4	NA
8253	Rosemary	NA	NA	18	18-24	Female	2025-02-22	February	77.96	2	Boots	Footwear	Black	No	In-store	Birmingham	5	5	NA
8254	Frank	NA	NA	25	25-34	Female	2025-07-13	July	99.09	1	Sneakers	Footwear	Brown	No	In-store	London	4	2	NA
8255	Josephine	NA	NA	22	18-24	Female	2025-05-26	May	49.97	1	Trousers	Bottoms	White	No	In-store	Brighton	4	3	Yes
8256	Shirley	NA	NA	21	18-24	Male	2025-07-04	July	83.59	1	Hat	Accessories	Brown	No	In-store	Cardiff	4	5	NA
8257	Mark	NA	NA	18	18-24	Genderfluid	2025-05-31	May	45.15	1	Trousers	Bottoms	Green	No	In-store	Liverpool	4	5	NA
8258	Mathew	NA	NA	36	35-44	Non-binary	2025-04-28	April	51.52	1	Boots	Footwear	Black	No	App	Liverpool	5	5	NA
8259	Gavin	NA	NA	43	35-44	Non-binary	2025-06-01	June	26.62	1	Hat	Accessories	Blue	No	App	London	5	3	NA
8260	Douglas	NA	NA	18	18-24	Female	2025-09-10	September	92.63	1	Trousers	Bottoms	Brown	Yes	Website	London	3	3	Yes
8261	Lydia	NA	NA	41	35-44	Male	2025-09-28	September	91.8	1	Shirt	Tops	Black	Yes	In-store	London	4	4	NA
8262	William	NA	NA	32	25-34	Male	2025-01-01	January	63.95	1	Tshirt	Tops	White	No	Website	London	3	4	NA
8263	Terence	NA	NA	27	25-34	Female	2025-05-02	May	63.28	1	Tshirt	Tops	Brown	No	In-store	Liverpool	4	5	NA
8264	Bradley	NA	NA	25	25-34	Male	2025-06-08	June	83.17	1	Trainers	Footwear	Yellow	Yes	Website	London	3	4	Yes
8265	Albert	NA	NA	30	25-34	Non-binary	2025-09-14	September	99.36	1	Polo	Tops	Blue	No	Website	Bath	5	5	NA
8266	Geoffrey	NA	NA	29	25-34	Male	2025-02-24	February	52.07	1	Jeans	Bottoms	Purple	No	In-store	London	4	3	Yes
8267	Jenna	NA	NA	36	35-44	Female	2025-11-13	November	30.58	1	Polo	Tops	Brown	No	In-store	Cardiff	2	4	NA
8268	Margaret	NA	NA	18	18-24	Non-binary	2025-05-03	May	55.7	1	Shirt	Tops	Pink	No	Website	London	4	3	Yes
8269	Eric	NA	NA	28	25-34	Male	2025-04-26	April	69.82	4	Boots	Footwear	Black	No	In-store	London	4	4	NA
8270	Bethan	NA	NA	24	18-24	Male	2025-02-14	February	55.31	1	Hat	Accessories	Orange	No	Website	Birmingham	3	3	NA
8271	Norman	NA	NA	43	35-44	Female	2025-08-30	August	41.25	1	Jewellery	Accessories	White	No	In-store	Glasgow	3	3	NA
8272	Joel	NA	NA	41	35-44	Male	2025-02-12	February	72.58	1	Sneakers	Footwear	Black	No	App	Bath	5	4	Yes
8273	Carol	NA	NA	46	45-54	Genderfluid	2025-05-02	May	60.13	3	Joggers	Bottoms	White	No	In-store	London	4	3	NA
8274	Mary	NA	NA	38	35-44	Male	2025-07-30	July	79.94	1	Trousers	Bottoms	Black	No	Website	Liverpool	3	3	NA
8275	Mohammed	NA	NA	35	35-44	Female	2025-05-20	May	93.81	1	Joggers	Bottoms	Brown	No	In-store	Nottingham	3	5	NA
8276	Malcolm	NA	NA	21	18-24	Non-binary	2025-02-02	February	94.47	1	Polo	Tops	Grey	No	Website	London	4	4	No
8277	Benjamin	NA	NA	40	35-44	Female	2025-02-03	February	82.8	1	Hat	Accessories	Black	No	In-store	Cardiff	4	3	NA
8278	Julian	NA	NA	30	25-34	Genderfluid	2025-12-01	December	40.88	2	Shirt	Tops	Brown	Yes	App	London	5	5	NA
8279	Ian	NA	NA	35	35-44	Female	2025-08-06	August	36.89	1	Joggers	Bottoms	Pink	No	In-store	Glasgow	5	3	NA
8280	Shane	NA	NA	44	35-44	Non-binary	2025-10-04	October	86.41	1	Sneakers	Footwear	Black	No	In-store	Nottingham	5	5	NA
8281	Barry	NA	NA	22	18-24	Female	2025-09-15	September	81.12	1	Jewellery	Accessories	Grey	No	In-store	Bath	2	4	NA
8282	Raymond	NA	NA	31	25-34	Male	2025-12-22	December	57.66	1	Trousers	Bottoms	Black	Yes	In-store	Nottingham	5	4	NA
8283	Joyce	NA	NA	23	18-24	Male	2025-12-20	December	68.28	1	Jewellery	Accessories	Orange	No	In-store	Brighton	3	4	Yes
8284	Sian	NA	NA	23	18-24	Female	2025-02-08	February	52.65	1	Coat	Outerwear	Black	No	In-store	Cardiff	4	5	Yes
8285	Roy	NA	NA	29	25-34	Female	2025-08-06	August	52.11	1	Sneakers	Footwear	Grey	No	In-store	Liverpool	5	3	Yes
8286	Sian	NA	NA	32	25-34	Male	2025-02-24	February	45.4	1	Joggers	Bottoms	White	No	Website	London	5	5	NA
8287	Josephine	NA	NA	18	18-24	Male	2025-07-10	July	27.24	1	Sneakers	Footwear	Brown	No	Website	London	5	4	NA
8288	Rosie	NA	NA	38	35-44	Genderfluid	2025-02-05	February	65.79	1	Trainers	Footwear	Black	Yes	Website	London	4	5	No
8289	Ross	NA	NA	35	35-44	Male	2025-08-18	August	36.46	2	Sneakers	Footwear	Black	No	In-store	Bath	4	3	NA
8290	Valerie	NA	NA	19	18-24	Female	2025-08-13	August	51.38	1	Hat	Accessories	Black	No	In-store	Cardiff	5	2	NA
8291	Mathew	NA	NA	18	18-24	Female	2025-07-07	July	73.24	1	Coat	Outerwear	Black	No	Website	London	4	4	NA
8292	Sian	NA	NA	47	45-54	Male	2025-04-30	April	74.76	1	Jacket	Outerwear	Black	No	In-store	Liverpool	2	2	NA
8293	Maureen	NA	NA	32	25-34	Male	2025-01-26	January	42.74	1	Trousers	Bottoms	Blue	No	In-store	Cardiff	4	4	No
8294	Jay	NA	NA	25	25-34	Male	2025-02-15	February	42.62	2	Trainers	Footwear	Purple	No	In-store	Liverpool	4	4	Yes
8295	Trevor	NA	NA	34	25-34	Female	2025-03-21	March	90.2	1	Joggers	Bottoms	Red	No	Website	Bath	3	5	No
8296	Rachael	NA	NA	29	25-34	Male	2025-06-09	June	86.11	1	Polo	Tops	Black	No	Website	Bath	3	2	NA
8297	Laura	NA	NA	18	18-24	Non-binary	2025-03-08	March	46.93	1	Tshirt	Tops	Black	Yes	In-store	Cardiff	2	5	NA
8298	Lynda	NA	NA	18	18-24	Male	2025-07-05	July	54.81	2	Sneakers	Footwear	Grey	No	In-store	Bath	4	2	Yes
8299	Paige	NA	NA	18	18-24	Male	2025-03-07	March	95.33	1	Jeans	Bottoms	White	No	Website	Nottingham	3	5	NA
8300	Judith	NA	NA	25	25-34	Female	2025-02-27	February	60.51	1	Joggers	Bottoms	White	No	App	London	3	3	Yes
8301	Rhys	NA	NA	23	18-24	Female	2025-07-17	July	73.86	1	Tshirt	Tops	Blue	No	In-store	Birmingham	5	4	NA
8302	Jason	NA	NA	26	25-34	Female	2025-01-22	January	67.2	1	Tshirt	Tops	Black	Yes	In-store	Brighton	5	5	NA
8303	Timothy	NA	NA	27	25-34	Female	2025-03-29	March	94.98	1	Sneakers	Footwear	Blue	No	In-store	London	3	5	Yes
8304	Jenna	NA	NA	44	35-44	Male	2025-10-30	October	89.82	2	Shirt	Tops	White	No	Website	Glasgow	2	4	NA
8305	Victoria	NA	NA	22	18-24	Female	2025-09-15	September	44.63	1	Trainers	Footwear	Brown	No	In-store	Birmingham	5	5	NA
8306	Shannon	NA	NA	30	25-34	Female	2025-11-04	November	45.42	1	Boots	Footwear	White	Yes	In-store	Cardiff	5	5	NA
8307	Matthew	NA	NA	31	25-34	Female	2025-03-27	March	77.8	1	Jacket	Outerwear	Red	Yes	In-store	Brighton	5	5	NA
8308	Melanie	NA	NA	21	18-24	Female	2025-02-05	February	73.66	1	Shirt	Tops	Grey	Yes	Website	Liverpool	4	4	Yes
8309	Joel	NA	NA	26	25-34	Male	2025-04-04	April	30.0	1	Trousers	Bottoms	Black	Yes	In-store	Birmingham	4	4	NA
8310	Lawrence	NA	NA	18	18-24	Male	2025-07-08	July	92.92	1	Trousers	Bottoms	Purple	No	In-store	London	3	4	NA
8311	Connor	NA	NA	30	25-34	Male	2025-12-11	December	20.88	1	Polo	Tops	Brown	No	In-store	Cardiff	3	5	Yes
8312	Emily	NA	NA	26	25-34	Female	2025-06-17	June	60.12	1	Sneakers	Footwear	Purple	Yes	App	Glasgow	4	4	No
8313	Ross	NA	NA	26	25-34	Female	2025-12-15	December	64.99	1	Polo	Tops	Yellow	No	In-store	Birmingham	5	5	NA
8314	Dean	NA	NA	23	18-24	Male	2025-02-08	February	35.31	3	Hat	Accessories	Black	No	Website	Liverpool	5	3	NA
8315	Megan	NA	NA	36	35-44	Female	2025-10-27	October	95.63	1	Trainers	Footwear	Red	No	In-store	Birmingham	5	5	Yes
8316	Stacey	NA	NA	19	18-24	Male	2025-07-22	July	78.4	1	Tshirt	Tops	Black	No	In-store	Liverpool	3	3	NA
8317	Carol	NA	NA	35	35-44	Female	2025-09-12	September	28.17	1	Jacket	Outerwear	Black	No	Website	Cardiff	3	5	NA
8318	Leigh	NA	NA	18	18-24	Female	2025-07-29	July	53.37	1	Hat	Accessories	Brown	Yes	In-store	Cardiff	4	5	NA
8319	Beverley	NA	NA	35	35-44	Male	2025-05-24	May	61.6	1	Jacket	Outerwear	Green	Yes	App	Glasgow	3	5	NA
8320	Jane	NA	NA	26	25-34	Male	2025-09-22	September	27.45	1	Tshirt	Tops	White	No	Website	Birmingham	3	3	Yes
8321	Phillip	NA	NA	27	25-34	Male	2025-08-13	August	64.69	1	Jewellery	Accessories	White	No	Website	Liverpool	5	5	NA
8322	Bethan	NA	NA	18	18-24	Female	2025-02-14	February	83.94	1	Hat	Accessories	Black	No	App	Nottingham	3	3	NA
8323	Joseph	NA	NA	22	18-24	Non-binary	2025-01-25	January	94.91	1	Jeans	Bottoms	Pink	No	In-store	Nottingham	4	5	Yes
8324	Joel	NA	NA	20	18-24	Non-binary	2025-01-10	January	81.47	1	Joggers	Bottoms	Grey	Yes	In-store	London	2	5	NA
8325	Damian	NA	NA	57	55-64	Genderfluid	2025-08-08	August	80.93	1	Jacket	Outerwear	Black	No	In-store	Cardiff	4	5	NA
8326	Gary	NA	NA	36	35-44	Male	2025-04-08	April	69.17	1	Hat	Accessories	Brown	No	In-store	Cardiff	3	4	NA
8327	Julian	NA	NA	31	25-34	Non-binary	2025-01-20	January	79.73	1	Tshirt	Tops	Brown	No	In-store	Brighton	4	5	NA
8328	Jennifer	NA	NA	18	18-24	Female	2025-01-05	January	92.76	1	Trainers	Footwear	Beige	No	Website	Cardiff	4	5	Yes
8329	Albert	NA	NA	18	18-24	Female	2025-10-20	October	98.58	1	Tshirt	Tops	Black	No	In-store	Birmingham	3	4	NA
8330	Robin	NA	NA	27	25-34	Male	2025-06-11	June	70.94	1	Trousers	Bottoms	Brown	No	App	Cardiff	3	5	NA
8331	Josh	NA	NA	35	35-44	Female	2025-07-18	July	28.34	1	Trainers	Footwear	White	No	In-store	Brighton	5	2	NA
8332	Amy	NA	NA	50	45-54	Female	2025-09-18	September	76.96	1	Trousers	Bottoms	Pink	No	App	Cardiff	4	4	NA
8333	Adrian	NA	NA	18	18-24	Female	2025-09-24	September	33.63	1	Hat	Accessories	Blue	No	In-store	Nottingham	4	4	No
8334	Matthew	NA	NA	34	25-34	Male	2025-08-31	August	31.16	1	Jewellery	Accessories	Black	No	In-store	Cardiff	5	5	NA
8335	Francesca	NA	NA	18	18-24	Female	2025-07-13	July	70.6	1	Shirt	Tops	White	No	In-store	Glasgow	5	4	NA
8336	Neil	NA	NA	23	18-24	Non-binary	2025-06-10	June	62.64	3	Coat	Outerwear	Beige	No	In-store	Glasgow	3	4	NA
8337	Lauren	NA	NA	29	25-34	Female	2025-11-15	November	80.51	1	Coat	Outerwear	Brown	Yes	Website	London	3	3	NA
8338	Robert	NA	NA	34	25-34	Female	2025-04-21	April	69.18	1	Jeans	Bottoms	White	No	In-store	London	3	4	Yes
8339	Connor	NA	NA	28	25-34	Female	2025-04-29	April	86.91	1	Coat	Outerwear	White	No	In-store	Birmingham	3	5	NA
8340	Lesley	NA	NA	18	18-24	Female	2025-02-03	February	99.15	1	Jacket	Outerwear	White	No	In-store	Bath	5	4	NA
8341	Judith	NA	NA	25	25-34	Female	2025-11-12	November	64.02	1	Shirt	Tops	Green	No	Website	Glasgow	5	5	NA
8342	Luke	NA	NA	37	35-44	Female	2025-07-24	July	55.53	1	Sneakers	Footwear	Brown	Yes	Website	Brighton	4	3	Yes
8343	Lisa	NA	NA	20	18-24	Female	2025-07-30	July	44.13	1	Jeans	Bottoms	Black	Yes	In-store	Brighton	5	4	NA
8344	Alex	NA	NA	28	25-34	Male	2025-07-28	July	82.15	1	Jewellery	Accessories	Black	Yes	In-store	Brighton	4	3	Yes
8345	Sian	NA	NA	51	45-54	Female	2025-02-24	February	57.0	1	Hat	Accessories	Brown	No	In-store	Liverpool	5	3	NA
8346	Dale	NA	NA	18	18-24	Female	2025-09-30	September	69.02	1	Shirt	Tops	Black	No	In-store	Brighton	5	3	NA
8347	Terry	NA	NA	38	35-44	Female	2025-03-04	March	54.7	1	Tshirt	Tops	Brown	No	In-store	Liverpool	4	5	NA
8348	Terence	NA	NA	18	18-24	Female	2025-02-24	February	49.2	1	Jacket	Outerwear	Black	No	In-store	Brighton	4	5	NA
8349	Stacey	NA	NA	37	35-44	Male	2025-01-10	January	75.61	2	Tshirt	Tops	Black	No	In-store	Nottingham	5	4	NA
8350	Sheila	NA	NA	19	18-24	Female	2025-02-06	February	81.68	1	Trousers	Bottoms	Black	No	In-store	Bath	4	4	NA
8351	Geraldine	NA	NA	25	25-34	Male	2025-01-13	January	44.11	1	Jewellery	Accessories	Black	No	Website	Cardiff	4	3	NA
8352	Stephanie	NA	NA	28	25-34	Male	2025-03-06	March	92.19	2	Joggers	Bottoms	Green	No	Website	Cardiff	5	4	No
8353	Lisa	NA	NA	25	25-34	Other	2025-08-25	August	66.17	1	Boots	Footwear	Beige	No	In-store	Bath	5	5	NA
8354	Nicola	NA	NA	22	18-24	Non-binary	2025-06-04	June	83.47	1	Trainers	Footwear	White	Yes	In-store	London	3	4	Yes
8355	Kim	NA	NA	36	35-44	Female	2025-04-15	April	43.87	1	Trousers	Bottoms	Beige	No	In-store	Liverpool	3	4	NA
8356	Cheryl	NA	NA	39	35-44	Female	2025-03-06	March	86.77	1	Tshirt	Tops	Black	No	In-store	Bath	4	5	NA
8357	Karen	NA	NA	35	35-44	Male	2025-11-25	November	98.37	3	Joggers	Bottoms	Grey	Yes	In-store	London	4	2	Yes
8358	Christopher	NA	NA	26	25-34	Non-binary	2025-04-29	April	88.69	1	Polo	Tops	White	No	In-store	Bath	5	3	NA
8359	Julia	NA	NA	36	35-44	Female	2025-07-09	July	49.96	1	Coat	Outerwear	Black	No	In-store	Cardiff	5	4	NA
8360	Keith	NA	NA	18	18-24	Female	2025-02-28	February	28.4	2	Jeans	Bottoms	Beige	No	In-store	Cardiff	3	3	Yes
8361	Joanne	NA	NA	38	35-44	Female	2025-05-24	May	95.5	1	Jacket	Outerwear	Beige	No	Website	Liverpool	5	5	NA
8362	Kayleigh	NA	NA	32	25-34	Male	2025-02-22	February	34.07	1	Trainers	Footwear	Brown	Yes	Website	Birmingham	4	4	Yes
8363	Marie	NA	NA	34	25-34	Male	2025-04-23	April	52.39	1	Trousers	Bottoms	Black	No	In-store	London	3	4	Yes
8364	Karen	NA	NA	18	18-24	Female	2025-06-18	June	37.59	1	Tshirt	Tops	Brown	No	Website	Birmingham	3	3	Yes
8365	Leigh	NA	NA	37	35-44	Female	2025-05-26	May	59.19	1	Trainers	Footwear	Brown	Yes	App	Liverpool	5	5	NA
8366	Gail	NA	NA	35	35-44	Male	2025-06-03	June	95.19	1	Hat	Accessories	Black	No	In-store	London	4	4	Yes
8367	Megan	NA	NA	23	18-24	Female	2025-09-09	September	70.06	2	Jeans	Bottoms	Black	No	In-store	Cardiff	5	4	Yes
8368	Georgina	NA	NA	33	25-34	Male	2025-12-23	December	53.17	1	Hat	Accessories	Grey	Yes	In-store	Nottingham	5	4	Yes
8369	Lisa	NA	NA	24	18-24	Non-binary	2025-03-09	March	95.77	1	Polo	Tops	Brown	No	In-store	London	4	4	Yes
8370	Claire	NA	NA	18	18-24	Other	2025-09-12	September	86.57	1	Shirt	Tops	Black	No	Website	Bath	5	5	NA
8371	Damian	NA	NA	42	35-44	Genderfluid	2025-12-15	December	37.61	1	Polo	Tops	Black	No	In-store	London	5	5	NA
8372	Olivia	NA	NA	22	18-24	Female	2025-01-25	January	83.13	1	Tshirt	Tops	Blue	No	In-store	Cardiff	3	5	NA
8373	Ashley	NA	NA	44	35-44	Male	2025-09-19	September	23.42	1	Polo	Tops	Black	No	In-store	Liverpool	5	5	NA
8374	Hollie	NA	NA	26	25-34	Genderfluid	2025-09-16	September	64.76	1	Shirt	Tops	Green	No	In-store	London	4	5	NA
